Rank,Popularity,Score,Episodes
1285,4811,7.63,4
1286,2238,7.63,1
1287,2159,7.63,6
1288,6338,7.63,40
1289,1468,7.63,13
1290,785,7.62,24
1291,213,7.62,13
1292,2071,7.62,1
1293,3305,7.62,1
1294,3583,7.62,12
1295,9381,7.62,1
1296,1779,7.62,1
1297,4624,7.62,10
1298,2765,7.62,1
1299,705,7.62,12
1300,5322,7.62,1
1301,494,7.62,1
1302,392,7.62,24
1303,1620,7.62,52
1304,454,7.62,12
1305,3666,7.62,1
1306,2014,7.62,12
1307,579,7.62,26
1308,1488,7.62,4
1309,6571,7.62,39
1310,2802,7.62,1
1311,8120,7.61,26
1312,1657,7.61,39
1313,156,7.61,3
1314,4388,7.61,52
1315,2510,7.61,1
1316,5783,7.61,1
1317,5550,7.61,2
1318,4547,7.61,Unknown
1319,1202,7.61,12
1320,6546,7.61,1
1321,5707,7.61,2
1322,179,7.61,12
1323,1709,7.61,52
1324,1173,7.61,1
1325,3065,7.61,1
1326,5827,7.61,1
1327,2775,7.61,1
1328,2146,7.61,1
1329,4424,7.61,2
1330,1109,7.61,24
1332,4862,7.61,13
1333,1319,7.61,25
1334,6524,7.61,1
1335,3095,7.61,24
1336,2307,7.6,25
1337,3924,7.6,24
1338,3492,7.6,22
1339,2100,7.6,1
1340,108,7.6,20
1341,2632,7.6,25
1342,2269,7.6,1
1343,11781,7.6,1
1344,925,7.6,1
1345,3975,7.6,1
1347,3137,7.6,1
1348,10446,7.6,1
1349,734,7.6,13
1350,3548,7.6,50
1350,3051,7.6,2
1351,3372,7.6,61
1352,1024,7.6,1
1353,5377,7.6,142
1354,6192,7.6,1
1355,4632,7.6,3
1356,6614,7.6,12
1357,868,7.6,12
1358,3699,7.6,6
1359,1486,7.6,1
1360,970,7.6,26
1361,1072,7.6,12
1362,2333,7.59,3
1363,4057,7.59,12
1364,789,7.59,1
1365,249,7.59,1
1366,3024,7.59,1
1367,6188,7.59,1
1368,4037,7.59,46
1369,45,7.59,175
1370,8337,7.59,8
1371,1556,7.59,49
1372,1355,7.59,1
1373,1129,7.59,12
1374,476,7.59,1
1375,314,7.59,25
1376,1934,7.59,24
1377,1712,7.59,1
1378,2236,7.59,1
1379,8197,7.59,1
1380,1591,7.59,12
1381,3602,7.59,1
1382,1449,7.59,26
1383,3345,7.59,13
1384,5497,7.59,2
1385,1589,7.59,26
1386,252,7.59,12
1387,4752,7.59,6
1388,810,7.59,1
1389,466,7.58,12
1390,6296,7.58,1
1391,1833,7.58,21
1392,3004,7.58,1
1393,260,7.58,12
1394,2730,7.58,1
1395,1902,7.58,2
1396,3814,7.58,26
1397,942,7.58,26
1398,511,7.58,73
1399,3500,7.58,4
1400,3594,7.58,1
1401,2583,7.58,25
1402,3054,7.58,13
1403,603,7.58,12
1404,1395,7.58,2
1405,1504,7.58,2
1406,3103,7.58,13
1407,2857,7.58,11
1408,1664,7.58,1
1409,2564,7.58,1
1410,2777,7.58,13
1411,1889,7.58,12
1412,4171,7.58,50
1413,1987,7.58,10
1414,3337,7.58,1
1415,628,7.58,13
1416,3176,7.58,1
1417,5597,7.58,1
1418,3908,7.58,4
1419,3724,7.57,2
1420,764,7.57,2
1421,577,7.57,13
1422,1175,7.57,1
1423,5313,7.57,1
1424,71,7.57,13
1425,2628,7.57,1
1426,1127,7.57,12
1427,6233,7.57,1
1428,303,7.57,13
1429,1201,7.57,1
1430,1667,7.57,24
1431,2118,7.57,4
1432,182,7.57,13
1433,1689,7.57,13
1434,5286,7.57,3
1435,2206,7.57,11
1436,445,7.57,10
1437,3329,7.57,22
1438,462,7.57,11
1439,3601,7.57,1
1440,3079,7.57,6
1441,229,7.57,12
1442,400,7.57,13
1443,658,7.57,24
1444,1445,7.57,1
1445,246,7.57,1
1446,774,7.57,13
1447,751,7.57,12
1448,4151,7.57,13
1449,225,7.57,12
1450,2310,7.56,13
1451,2340,7.56,49
1452,3952,7.56,26
1453,2528,7.56,10
1454,767,7.56,1
1455,2687,7.56,1
1456,2560,7.56,26
1457,4732,7.56,1
1458,144,7.56,24
1459,4292,7.56,12
1460,4366,7.56,1
1461,1352,7.56,13
1462,3155,7.56,1
1463,6871,7.56,40
1464,2338,7.56,22
1465,1909,7.56,12
1466,1107,7.56,24
1467,5125,7.56,17
1468,235,7.56,12
1469,488,7.56,12
1470,1389,7.56,1
1471,2914,7.56,1
1472,4320,7.56,1
1473,3957,7.56,1
1474,2598,7.56,50
1475,4293,7.56,7
1476,8133,7.56,36
1477,3600,7.56,43
1478,5717,7.56,1
1479,3955,7.56,52
1480,3302,7.56,1
1481,1917,7.56,1
1482,1810,7.56,1
1483,439,7.56,12
1484,1114,7.56,1
1485,2808,7.56,1
1486,2961,7.55,1
1487,4453,7.55,100
1488,3074,7.55,1
1489,1393,7.55,1
1490,1922,7.55,1
1491,6461,7.55,1
1492,1834,7.55,1
1493,420,7.55,51
1494,2285,7.55,26
1495,4425,7.55,1
1496,4703,7.55,1
1497,1927,7.55,1
1498,4386,7.55,49
1499,4382,7.55,43
1500,3614,7.55,1
1501,3003,7.55,1
1502,5788,7.55,16
1503,2683,7.55,1
1504,7762,7.55,24
1505,587,7.55,12
1506,1421,7.55,12
1507,1745,7.55,13
1508,4434,7.55,1
1509,8899,7.55,1
1510,1904,7.55,1
1511,2884,7.55,26
1512,6288,7.55,26
1513,7211,7.55,53
1514,1660,7.55,1
1515,1903,7.55,5
1516,418,7.55,22
1517,2475,7.55,13
1518,5880,7.55,20
1519,2211,7.55,24
1520,1473,7.55,6
1521,429,7.55,24
1522,945,7.55,21
1523,3268,7.55,1
1524,6857,7.55,12
1525,3481,7.55,24
1526,3208,7.55,13
1527,2718,7.55,3
1528,6166,7.54,3
1529,3400,7.54,8
1530,2349,7.54,1
1531,5186,7.54,51
1532,3151,7.54,1
1533,2273,7.54,26
1534,4750,7.54,1
1535,1272,7.54,12
1536,3628,7.54,47
1537,6645,7.54,13
1538,2052,7.54,3
1539,6682,7.54,1
1540,6391,7.54,40
1541,4876,7.54,1
1542,2396,7.54,1
1543,287,7.54,13
1544,3091,7.54,1
1545,3655,7.54,115
1546,711,7.54,24
1547,2672,7.54,1
1548,525,7.54,11
1549,3366,7.54,1
1550,1001,7.54,13
1551,3725,7.54,1
1552,1006,7.54,1
1553,5040,7.54,14
1554,4610,7.54,26
1555,674,7.54,12
1556,825,7.54,12
1557,1438,7.54,24
1558,2076,7.54,12
1559,2905,7.54,48
1560,2900,7.54,1
1561,4418,7.54,1
1562,690,7.53,12
1563,2896,7.53,1
1564,4673,7.53,4
1565,514,7.53,12
1566,1342,7.53,2
1567,2175,7.53,2
1568,1164,7.53,1
1569,5272,7.53,1
1570,616,7.53,1
1571,3038,7.53,50
1572,921,7.53,52
1573,996,7.53,1
1574,1686,7.53,26
1575,4262,7.53,2
1576,7909,7.53,1
1577,4509,7.53,25
1578,1572,7.53,150
1579,2871,7.53,1
1580,1655,7.53,1
1581,2337,7.53,13
1582,6148,7.53,1
1583,1830,7.53,1
1584,4268,7.53,1
1585,4899,7.53,4
1586,2264,7.53,12
1587,3446,7.53,22
1588,3744,7.53,2
1589,1933,7.53,26
1590,1534,7.53,147
1591,3028,7.53,1
1592,912,7.53,26
1593,5479,7.53,74
1594,8906,7.53,1
1595,1102,7.52,2
1596,5544,7.52,1
1597,872,7.52,24
1598,549,7.52,24
1599,2150,7.52,13
1600,3721,7.52,3
1601,34,7.52,25
1602,1351,7.52,13
1603,1274,7.52,24
1604,3066,7.52,1
1605,6299,7.52,1
1606,2847,7.52,1
1607,3433,7.52,26
1608,1577,7.52,12
1609,2441,7.52,39
1610,732,7.52,12
1611,5585,7.52,1
1612,671,7.52,13
1613,5643,7.52,1
1614,1358,7.52,26
1615,4672,7.52,1
1616,2050,7.52,1
1617,3965,7.52,1
1618,1365,7.52,12
1619,3138,7.52,5
1620,3842,7.51,2
1621,4605,7.51,3
1622,1408,7.51,8
1623,8017,7.51,1
1624,6617,7.51,1
1625,5108,7.51,1
1626,8402,7.51,2
1627,66,7.51,13
1628,3434,7.51,Unknown
1629,807,7.51,12
1630,1764,7.51,5
1631,4347,7.51,3
1632,5916,7.51,1
1633,2099,7.51,12
1634,520,7.51,10
1635,12127,7.51,12
1636,3465,7.51,29
1637,5653,7.51,5
1638,7841,7.51,1
1639,2331,7.51,1
1640,5044,7.51,1
1641,1829,7.51,12
1642,5363,7.51,7
1643,1321,7.51,24
1644,3308,7.51,1
1645,4660,7.51,1
1646,6003,7.51,21
1647,424,7.51,12
1648,4339,7.5,25
1649,3563,7.5,1
1650,2727,7.5,26
1651,800,7.5,25
1652,7068,7.5,1
1653,296,7.5,12
1654,1506,7.5,11
1655,352,7.5,12
1656,3626,7.5,7
1657,1856,7.5,1
1658,2107,7.5,1
1659,5530,7.5,4
1660,5621,7.5,1
1661,4164,7.5,1
1662,6323,7.5,1
1663,4367,7.5,124
1664,5512,7.5,3
1665,572,7.5,25
1666,930,7.5,1
1667,948,7.5,1
1668,2054,7.5,1
1669,10562,7.5,1
1670,1514,7.5,12
1671,9138,7.5,3
1672,906,7.5,12
1673,326,7.5,13
1674,5734,7.5,13
1675,4027,7.5,1
1676,9173,7.5,1
1677,861,7.5,12
1678,3098,7.5,1
1679,2673,7.5,26
1680,760,7.5,12
1681,2040,7.5,13
1682,6852,7.5,21
1683,2937,7.5,12
1684,722,7.5,26
1685,8174,7.5,1
1686,6329,7.49,1
1687,52,7.49,12
1688,6595,7.49,7
1689,5371,7.49,1
1689,3998,7.49,1
1690,4565,7.49,1
1691,5131,7.49,1
1692,4314,7.49,1
1693,1791,7.49,6
1694,247,7.49,13
1695,1728,7.49,26
1696,1665,7.49,48
1697,4445,7.49,4
1698,164,7.49,12
1699,5996,7.49,61
1700,1008,7.49,12
1702,1494,7.49,1
1703,4921,7.49,1
1704,1696,7.49,12
1705,2704,7.49,1
1706,975,7.49,1
1707,1528,7.49,12
1708,2988,7.49,1
1709,88,7.49,12
1710,5692,7.49,1
1711,2845,7.49,1
1712,1915,7.49,2
1713,6900,7.49,26
1714,1022,7.49,5
1715,122,7.49,13
1716,5682,7.49,1
1717,1366,7.49,12
1718,4232,7.49,26
1719,332,7.48,10
1720,2457,7.48,1
1721,500,7.48,12
1722,2061,7.48,1
1723,4462,7.48,1
1724,1865,7.48,12
1725,1287,7.48,2
1726,721,7.48,12
1727,1535,7.48,13
1728,3643,7.48,3
1729,2241,7.48,1
1730,656,7.48,12
1731,289,7.48,13
1732,1974,7.48,12
1733,6542,7.48,1
1734,1948,7.48,76
1735,1180,7.48,1
1736,1440,7.48,1
1737,2721,7.48,12
1738,1221,7.48,5
1739,2481,7.48,16
1740,3919,7.48,4
1741,5476,7.48,1
1742,7460,7.48,3
1743,992,7.48,6
1744,1084,7.48,1
1745,2480,7.47,1
1746,2870,7.47,1
1747,28,7.47,24
1748,3295,7.47,2
1749,2786,7.47,1
1750,1228,7.47,13
1752,4975,7.47,2
1753,2260,7.47,24
1754,2654,7.47,1
1755,1236,7.47,13
1756,2851,7.47,1
1757,8658,7.47,1
1758,509,7.47,12
1759,1432,7.47,12
1760,4265,7.47,140
1761,841,7.47,8
1762,163,7.47,12
1763,2892,7.47,1
1764,4017,7.47,1
1765,353,7.47,24
1766,1931,7.47,12
1767,3771,7.47,3
1768,5681,7.47,49
1769,3129,7.47,51
1770,607,7.47,13
1771,3663,7.47,3
1772,1790,7.47,25
1773,3438,7.47,4
1774,6044,7.47,15
1775,5321,7.47,1
1776,526,7.47,224
1777,2650,7.46,76
1778,1511,7.46,12
1779,3380,7.46,1
1780,62,7.46,12
1781,1901,7.46,25
1782,2517,7.46,13
1783,2125,7.46,1
1784,360,7.46,11
1785,4060,7.46,4
1786,4780,7.46,1
1787,4044,7.46,1
1788,2314,7.46,1
1788,831,7.46,12
1789,1913,7.46,12
1790,4730,7.46,49
1791,3210,7.46,26
1792,8924,7.46,42
1793,10650,7.46,12
1794,10510,7.46,22
1795,12756,7.46,1
1796,481,7.46,12
1797,7024,7.46,3
1798,845,7.46,1
1799,8722,7.46,1
1799,4033,7.46,3
1800,3634,7.46,13
1800,2075,7.46,1
1801,10920,7.46,9
1802,1758,7.46,1
1803,442,7.46,12
1804,2549,7.46,1
1805,5399,7.46,1
1806,3366,7.46,1
1807,6121,7.46,8
1808,443,7.46,12
1809,5431,7.46,4
1810,2587,7.46,44
1811,613,7.46,12
1812,5988,7.46,1
1813,2374,7.46,20
1814,1153,7.46,1
1815,1769,7.45,26
1816,1656,7.45,12
1817,1510,7.45,1
1818,1218,7.45,1
1819,5519,7.45,1
1820,4255,7.45,1
1821,1185,7.45,1
1822,474,7.45,12
1823,1643,7.45,1
1824,8705,7.45,1
1825,381,7.45,12
1826,9373,7.45,5
1827,1637,7.45,24
1828,2233,7.45,20
1829,2128,7.45,12
1830,9464,7.45,3
1831,753,7.45,25
1832,3285,7.45,1
1833,223,7.45,13
1834,4003,7.45,1
1835,1737,7.45,1
1836,2423,7.45,1
1837,2816,7.45,1
1838,569,7.45,24
1839,5564,7.45,52
1840,5074,7.45,1
1841,2218,7.45,1
1842,29,7.45,26
1843,2955,7.45,26
1844,926,7.45,1
1845,9150,7.45,1
1848,847,7.45,1
1849,3669,7.45,1
1849,1562,7.45,13
1850,1497,7.45,1
1850,2643,7.45,18
1851,2609,7.45,12
1852,1472,7.45,26
1853,2960,7.45,5
1854,4850,7.45,1
1855,5455,7.45,1
1856,3749,7.45,50
1857,554,7.45,12
1858,1485,7.45,1
1859,405,7.45,24
1860,3467,7.45,2
1861,2389,7.45,1
1862,2216,7.45,12
1863,6189,7.45,26
1866,9861,7.44,1
1867,1479,7.44,1
1868,2439,7.44,26
1869,5794,7.44,20
1870,2523,7.44,13
1871,4025,7.44,1
1872,3001,7.44,26
1873,2468,7.44,12
1874,3942,7.44,3
1875,5103,7.44,2
1876,1172,7.44,1
1877,3223,7.44,1
1878,6654,7.44,1
1879,6111,7.44,72
1880,523,7.44,12
1881,752,7.44,12
1882,2958,7.44,1
1883,6406,7.44,40
1884,2994,7.44,1
1885,4828,7.44,1
1886,1049,7.44,1
1887,2671,7.44,13
1888,4835,7.44,26
1889,97,7.44,22
1890,2530,7.44,12
1891,2567,7.44,12
1892,4358,7.44,1
1893,1483,7.44,12
1894,3070,7.44,1
1895,125,7.44,26
1896,1474,7.43,1
1897,9517,7.43,1
1898,782,7.43,1
1899,880,7.43,1
1900,143,7.43,25
1901,440,7.43,1
1902,6290,7.43,1
1903,4940,7.43,37
1904,5677,7.43,52
1905,216,7.43,12
1906,1498,7.43,1
1907,2514,7.43,1
1908,1819,7.43,25
1909,1541,7.43,6
1910,3981,7.43,5
1911,1872,7.43,13
1912,1623,7.43,26
1913,3122,7.43,12
1914,4878,7.43,26
1915,3483,7.43,1
1916,4623,7.43,1
1917,5507,7.43,1
1918,2862,7.43,13
1919,894,7.43,24
1920,1359,7.43,22
1921,1052,7.43,12
1922,1658,7.43,12
1923,290,7.43,13
1924,1854,7.43,12
1925,7126,7.43,1
1926,2153,7.43,26
1927,1067,7.43,12
1928,1874,7.43,13
1929,2237,7.43,12
1930,384,7.43,12
1931,3446,7.42,25
1932,3294,7.42,1
1933,1403,7.42,12
1934,9286,7.42,1
1935,1861,7.42,12
1936,5429,7.42,4
1937,883,7.42,1
1938,4235,7.42,1
1939,1007,7.42,12
1940,984,7.42,12
1941,4009,7.42,1
1942,1314,7.42,13
1943,11718,7.42,16
1944,1899,7.42,2
1945,9695,7.42,1
1946,2830,7.42,1
1947,5628,7.42,1
1948,1448,7.42,154
1949,3040,7.42,178
1950,334,7.42,13
1951,3795,7.42,1
1952,2595,7.42,52
1953,2809,7.42,1
1954,5222,7.42,1
1955,6851,7.42,1
1956,6904,7.42,1
1957,1530,7.42,13
1958,1898,7.42,1
1959,128,7.42,12
1960,4971,7.42,2
1961,1392,7.42,1
1962,1068,7.42,5
1963,2501,7.42,12
1964,3307,7.42,24
1965,5426,7.42,52
1966,630,7.42,12
1967,9943,7.42,180
1968,3485,7.42,3
1969,1778,7.42,13
1970,4879,7.41,74
1971,4959,7.41,58
1972,2248,7.41,11
1973,404,7.41,26
1974,7150,7.41,1
1975,1398,7.41,13
1976,682,7.41,11
1977,219,7.41,131
1978,3976,7.41,7
1979,9280,7.41,8
1980,2953,7.41,13
1981,1650,7.41,13
1982,2548,7.41,12
1983,6493,7.41,15
1984,540,7.41,12
1985,3384,7.41,11
1986,2347,7.41,1
1987,7425,7.41,1
1988,436,7.41,13
1989,2408,7.41,1
1990,6050,7.41,2
1991,8915,7.41,Unknown
1992,6155,7.41,4
1993,7184,7.41,39
1994,2192,7.41,1
1995,12116,7.41,1
1996,2841,7.41,12
1997,4521,7.41,1
1998,3596,7.41,4
1999,3319,7.41,13
2000,1774,7.41,51
2001,1752,7.41,4
2002,3393,7.41,7
2003,3899,7.41,1
2004,7047,7.41,12
2005,2066,7.41,24
2006,4349,7.41,2
2007,3873,7.4,1
2008,4000,7.4,1
2009,2046,7.4,1
2010,1627,7.4,1
2011,717,7.4,12
2012,5289,7.4,1
2013,285,7.4,11
2014,1604,7.4,26
2015,502,7.4,12
2016,1168,7.4,12
2017,963,7.4,51
2018,3437,7.4,13
2019,1443,7.4,24
2020,5616,7.4,26
2021,5926,7.4,1
2022,3118,7.4,1
2023,10957,7.4,1
2024,2618,7.4,13
2025,2772,7.4,1
2026,6118,7.4,48
2027,7407,7.4,1
2028,373,7.4,12
2029,1245,7.4,13
2030,6007,7.4,1
2031,4503,7.4,1
2032,6255,7.4,1
2033,7700,7.4,1
2034,5163,7.4,1
2035,5816,7.4,1
2036,7855,7.4,1
2037,10658,7.4,4
2038,3097,7.4,1
2039,348,7.4,12
2040,7866,7.4,24
2041,1087,7.4,13
2042,2316,7.4,24
2043,6130,7.4,1
2044,3235,7.4,1
2045,6870,7.4,1
2045,385,7.4,12
2046,4149,7.4,1
2047,11153,7.4,15
2048,6391,7.4,8
2049,7761,7.4,1
2050,11796,7.4,2
2052,1038,7.39,12
2053,2278,7.39,52
2054,1401,7.39,12
2055,1063,7.39,25
2056,738,7.39,12
2057,1011,7.39,1
2058,6601,7.39,52
2059,1337,7.39,12
2060,253,7.39,12
2061,4753,7.39,1
2062,1684,7.39,6
2063,2359,7.39,6
2064,6567,7.39,26
2065,236,7.39,12
2066,1439,7.39,2
2067,1167,7.39,13
2068,4552,7.39,1
2069,515,7.39,12
2070,4305,7.39,50
2071,2215,7.39,24
2072,4310,7.39,49
2073,5301,7.39,8
2074,1372,7.39,1
2075,3033,7.39,2
2076,3341,7.39,25
2077,4031,7.39,26
2078,5154,7.39,34
2079,1362,7.39,25
2080,1875,7.39,24
2081,5126,7.39,2
2082,6093,7.39,1
2083,4288,7.39,52
2084,6122,7.39,1
2085,491,7.39,12
2086,9262,7.39,1
2087,6715,7.39,22
2088,8665,7.39,272
2089,8956,7.39,12
2090,7291,7.39,52
2091,4957,7.39,12
2092,3110,7.39,3
2093,4729,7.39,2
2094,8350,7.39,12
2095,5480,7.38,26
2096,4471,7.38,1
2097,2692,7.38,1
2098,1247,7.38,3
2099,6104,7.38,1
2100,2722,7.38,24
2101,4189,7.38,51
2102,2869,7.38,12
2103,1605,7.38,12
2104,1705,7.38,1
2105,4817,7.38,1
2106,2919,7.38,1
2107,198,7.38,24
2108,4918,7.38,39
2109,7670,7.38,30
2110,6808,7.38,12
2111,5250,7.38,1
2112,8551,7.38,48
2113,683,7.38,12
2114,1929,7.38,1
2115,4046,7.38,3
2116,1518,7.38,2
2117,1851,7.38,1
2118,7145,7.38,1
2119,4728,7.38,1
2120,989,7.38,1
2121,958,7.38,1
2122,1216,7.38,12
2123,4883,7.38,1
2124,6588,7.38,1
2125,1727,7.38,6
2126,7651,7.38,12
2127,940,7.38,12
2128,5355,7.38,26
2129,3072,7.38,1
2130,2292,7.37,1
2131,4694,7.37,1
2132,231,7.37,12
2133,1329,7.37,12
2134,614,7.37,12
2135,7032,7.37,52
2136,5870,7.37,1
2137,4248,7.37,26
2138,11398,7.37,25
2139,1370,7.37,24
2140,4529,7.37,1
2141,775,7.37,12
2142,6490,7.37,26
2143,953,7.37,12
2144,2472,7.37,12
2145,2227,7.37,13
2146,295,7.37,12
2147,2386,7.37,13
2148,1381,7.37,13
2149,279,7.37,13
2150,2657,7.37,13
2151,1796,7.37,1
2152,3629,7.37,1
2153,1645,7.37,6
2154,4159,7.37,4
2155,4667,7.37,1
2156,1219,7.37,12
2157,704,7.37,12
2158,2043,7.37,26
2159,2380,7.37,1
2160,3608,7.37,13
2161,4124,7.37,13
2162,4905,7.37,1
2163,4239,7.37,12
2164,7566,7.37,75
2165,1785,7.37,1
2166,4682,7.37,1
2167,6884,7.37,11
2168,5883,7.37,12
2169,3286,7.37,2
2170,4380,7.37,1
2171,1340,7.37,12
2172,1754,7.37,12
2173,264,7.36,12
2174,2744,7.36,1
2175,1070,7.36,4
2176,5298,7.36,1
2177,8361,7.36,37
2178,1617,7.36,1
2179,2230,7.36,10
2180,2092,7.36,12
2181,10393,7.36,1
2182,4354,7.36,3
2183,3036,7.36,2
2184,2933,7.36,1
2185,5625,7.36,1
2186,1431,7.36,1
2187,3960,7.36,26
2188,1330,7.36,11
2189,5299,7.36,1
2190,2746,7.36,67
2191,2428,7.36,13
2192,4541,7.36,5
2193,3205,7.36,1
2194,1759,7.36,1
2195,8830,7.36,3
2196,1141,7.36,1
2197,4755,7.36,50
2198,5611,7.36,20
2199,6516,7.36,37
2200,2000,7.36,6
2201,5595,7.36,1
2202,1130,7.36,1
2203,5134,7.36,26
2204,5083,7.36,44
2205,4535,7.36,3
2206,10479,7.36,6
2207,4860,7.36,3
2208,564,7.35,5
2209,1804,7.35,1
2210,4666,7.35,1
2211,1992,7.35,11
2212,4030,7.35,16
2213,771,7.35,13
2214,6368,7.35,1
2215,6527,7.35,1
2216,3977,7.35,26
2217,6019,7.35,23
2218,5295,7.35,1
2219,80,7.35,12
2220,2210,7.35,10
2221,5755,7.35,1
2222,2736,7.35,3
2223,1870,7.35,1
2224,2898,7.35,1
2225,1924,7.35,12
2226,6454,7.35,1
2228,3579,7.35,1
2228,3068,7.35,1
2229,2081,7.35,12
2231,3102,7.35,35
2231,3624,7.35,1
2232,4273,7.35,25
2233,2811,7.35,9
2234,3134,7.35,2
2236,310,7.35,276
2237,2361,7.35,42
2237,8069,7.35,1
2238,1322,7.35,12
2239,3641,7.35,4
2240,1377,7.35,24
2241,1259,7.35,12
2242,2006,7.35,4
2243,5696,7.35,13
2244,8061,7.35,43
2245,4506,7.35,1
2247,3146,7.35,5
2248,3273,7.35,12
2249,1818,7.35,1
2250,5297,7.35,1
2250,10184,7.35,4
2251,6975,7.35,47
2253,7062,7.34,51
2253,438,7.35,12
2254,7028,7.34,4
2255,2198,7.34,13
2257,3199,7.34,4
2257,562,7.34,1
2258,3647,7.34,5
2259,4139,7.34,1
2260,1970,7.34,9
2261,3991,7.34,2
2262,2878,7.34,11
2263,3501,7.34,25
2264,619,7.34,12
2265,4548,7.34,1
2266,1582,7.34,2
2267,6237,7.34,13
2268,4152,7.34,1
2269,3127,7.34,1
2271,7659,7.34,78
2271,2947,7.34,26
2273,773,7.34,23
2274,2644,7.34,1
2274,3387,7.34,1
2275,6350,7.34,26
2277,1054,7.34,13
2277,2185,7.34,1
2278,2271,7.34,1
2279,1064,7.34,1
2281,1063,7.34,1
2282,206,7.34,12
2283,3381,7.34,1
2284,9395,7.34,8
2285,9458,7.34,35
2286,2566,7.34,24
2287,844,7.34,8
2288,1297,7.34,12
2289,6028,7.34,1
2289,3627,7.34,1
2290,5486,7.34,1
2291,4111,7.33,3
2292,1279,7.33,24
2293,1762,7.33,1
2294,3090,7.33,1
2295,5217,7.33,1
2296,3474,7.33,1
2297,6445,7.33,1
2298,7512,7.33,1
2299,2395,7.33,1
2300,5718,7.33,1
2301,6964,7.33,1
2302,6547,7.33,1
2303,1539,7.33,1
2304,1015,7.33,25
2305,1966,7.33,1
2306,5697,7.33,1
2307,1691,7.33,12
2308,850,7.33,12
2309,3686,7.33,1
2310,9375,7.33,51
2311,2489,7.33,1
2312,1031,7.33,13
2313,7617,7.33,1
2314,5797,7.33,7
2315,5551,7.33,1
2316,4546,7.33,12
2317,655,7.33,13
2318,1051,7.33,1
2319,2398,7.33,1
2320,478,7.33,12
2321,2661,7.33,4
2322,1105,7.33,1
2323,1310,7.33,93
2324,3670,7.33,12
2325,1840,7.33,1
2326,1136,7.33,22
2327,2126,7.33,13
2328,1043,7.33,12
2329,4351,7.33,1
2330,2085,7.33,1
2331,3921,7.33,3
2332,4014,7.33,12
2333,4778,7.33,1
2334,7610,7.33,26
2335,1524,7.33,12
2336,3859,7.33,1
2337,8388,7.33,40
2338,9328,7.33,40
2339,956,7.33,15
2340,8482,7.33,26
2341,4897,7.33,40
2342,5644,7.32,7
2343,571,7.32,1
2344,2017,7.32,1
2345,1960,7.32,26
2346,2186,7.32,1
2347,7570,7.32,52
2348,4394,7.32,1
2349,4348,7.32,1
2350,4880,7.32,1
2351,3250,7.32,12
2352,5943,7.32,26
2353,1453,7.32,13
2354,414,7.32,13
2355,4279,7.32,3
2356,4390,7.32,1
2357,4308,7.32,1
2358,7490,7.32,1
2359,1680,7.32,24
2360,1282,7.32,13
2361,2833,7.32,12
2362,4148,7.32,24
2363,862,7.32,1
2364,5798,7.32,46
2365,2836,7.32,51
2366,3675,7.32,26
2367,4299,7.32,12
2368,3335,7.32,39
2369,3351,7.32,52
2370,1944,7.32,26
2371,364,7.32,12
2372,1181,7.32,26
2373,2047,7.32,128
2374,4645,7.32,1
2375,2420,7.32,4
2376,1312,7.32,1
2377,4099,7.32,1
2378,3113,7.32,1
2379,5604,7.32,1
2380,2078,7.32,12
2381,8044,7.32,13
2382,2800,7.32,3
2383,3157,7.32,1
2384,3271,7.32,1
2385,3536,7.32,24
2386,6702,7.32,1
2387,6227,7.32,1
2388,3015,7.31,2
2389,541,7.31,25
2390,1134,7.31,1
2391,172,7.31,12
2392,590,7.31,13
2393,7760,7.31,1
2394,2312,7.31,1
2395,2243,7.31,3
2396,9303,7.31,6
2397,1395,7.31,12
2398,2735,7.31,12
2399,4129,7.31,1
2400,1185,7.31,12
2401,2824,7.31,3
2402,1847,7.31,1
2403,653,7.31,12
2404,943,7.31,12
2405,12471,7.31,1
2406,4278,7.31,50
2407,3844,7.31,26
2408,2364,7.31,13
2409,6444,7.31,5
2410,7575,7.31,14
2411,5960,7.31,12
2412,5841,7.31,1
2413,3087,7.31,13
2414,2263,7.31,1
2415,2524,7.31,24
2416,1599,7.31,12
2417,4057,7.31,1
2418,391,7.31,50
2419,4617,7.31,12
2420,3546,7.31,2
2421,9726,7.31,39
2422,4383,7.31,26
2423,2136,7.31,1
2424,952,7.31,13
2425,2810,7.31,1
2426,7828,7.31,1
2427,10115,7.31,54
2428,1092,7.31,12
2429,4951,7.31,1
2430,8684,7.31,1
2431,6202,7.31,40
2432,8942,7.31,16
2433,5249,7.31,1
2434,3349,7.31,26
2435,3689,7.31,12
2436,1215,7.3,12
2437,8200,7.3,12
2438,2460,7.3,1
2439,2402,7.3,1
2440,2764,7.3,1
2441,4404,7.3,1
2442,1669,7.3,1
2443,8171,7.3,6
2444,4856,7.3,12
2445,1639,7.3,9
2446,304,7.3,12
2447,321,7.3,12
2448,2412,7.3,2
2449,879,7.3,13
2450,1607,7.3,13
2452,9316,7.3,23
2453,2025,7.3,12
2453,1442,7.3,1
2455,4257,7.3,6
2455,1264,7.3,13
2457,2103,7.3,9
2458,9653,7.3,1
2458,1119,7.3,24
2459,1570,7.3,13
2461,9965,7.3,48
2462,13430,7.3,1
2463,5323,7.3,10
2464,5140,7.3,4
2465,2638,7.3,5
2466,3878,7.3,1
